"datetime","game_id","team","score_sit","sf","sa","bsf","bsa","msf","msa"
"2017-01-22 02:00:00+00",20699,"min",2,0,3,0,0,0,2
"2016-12-07 00:00:00+00",20382,"edm",-2,4,3,4,0,1,1
"2016-12-07 00:00:00+00",20382,"edm",-1,1,5,1,0,0,1
"2016-12-07 00:00:00+00",20382,"edm",0,10,8,1,2,5,5
"2016-12-07 00:00:00+00",20382,"edm",1,10,1,5,1,1,1
"2016-12-07 00:00:00+00",20382,"buf",-1,1,10,1,5,1,1
"2016-12-07 00:00:00+00",20382,"buf",0,8,10,2,1,5,5
"2016-12-07 00:00:00+00",20382,"buf",1,5,1,0,1,1,0
"2016-12-07 00:00:00+00",20382,"buf",2,3,4,0,4,1,1
"2016-12-07 00:00:00+00",20383,"van",-2,3,2,0,2,3,2
"2016-12-07 00:00:00+00",20383,"van",-1,12,10,4,3,3,5
"2016-12-07 00:00:00+00",20383,"van",0,3,6,0,0,0,3
"2016-12-07 00:00:00+00",20383,"njd",0,6,3,0,0,3,0
"2016-12-07 00:00:00+00",20383,"njd",1,10,12,3,4,5,3
"2016-12-07 00:00:00+00",20383,"njd",2,2,3,2,0,2,3
"2016-12-07 00:00:00+00",20384,"nyr",-2,14,7,4,0,3,2
"2016-12-07 00:00:00+00",20384,"nyr",-1,8,18,10,3,4,2
"2016-12-07 00:00:00+00",20384,"nyr",0,2,3,3,3,1,2
"2016-12-07 00:00:00+00",20384,"nyi",0,3,2,3,3,2,1
"2016-12-07 00:00:00+00",20384,"nyi",1,18,8,3,10,2,4
"2016-12-07 00:00:00+00",20384,"nyi",2,7,14,0,4,2,3
"2016-12-07 00:00:00+00",20385,"fla",-1,19,8,9,3,9,1
"2016-12-07 00:00:00+00",20385,"fla",0,19,7,7,10,8,2
"2016-12-07 00:00:00+00",20385,"fla",1,0,1,0,0,0,0
"2016-12-07 00:00:00+00",20385,"phi",-1,1,0,0,0,0,0
"2016-12-07 00:00:00+00",20385,"phi",0,7,19,10,7,2,8
"2016-12-07 00:00:00+00",20385,"phi",1,8,19,3,9,1,9
"2016-12-07 01:00:00+00",20386,"mtl",0,12,8,2,2,3,2
"2016-12-07 01:00:00+00",20386,"mtl",1,9,9,6,6,2,4
"2016-12-07 01:00:00+00",20386,"mtl",2,3,3,1,1,0,2
"2016-12-07 01:00:00+00",20386,"stl",-2,3,3,1,1,2,0
"2016-12-07 01:00:00+00",20386,"stl",-1,9,9,6,6,4,2
"2016-12-07 01:00:00+00",20386,"stl",0,8,12,2,2,2,3
"2016-12-07 01:00:00+00",20387,"col",-1,13,8,5,10,7,4
"2016-12-07 01:00:00+00",20387,"col",0,5,18,5,6,3,6
"2016-12-07 01:00:00+00",20387,"nsh",0,18,5,6,5,6,3
"2016-12-07 01:00:00+00",20387,"nsh",1,8,13,10,5,4,7
"2016-12-07 01:00:00+00",20388,"det",-2,7,6,1,5,3,0
"2016-12-07 01:00:00+00",20388,"det",-1,6,4,1,0,1,1
"2016-12-07 01:00:00+00",20388,"det",0,10,13,7,7,2,4
"2016-12-07 01:00:00+00",20388,"wpg",0,13,10,7,7,4,2
"2016-12-07 01:00:00+00",20388,"wpg",1,4,6,0,1,1,1
"2016-12-07 01:00:00+00",20388,"wpg",2,6,7,5,1,0,3
"2016-12-07 01:30:00+00",20389,"ari",-3,11,11,4,5,2,2
"2016-12-07 01:30:00+00",20389,"ari",-2,0,2,0,0,0,0
"2016-12-07 01:30:00+00",20389,"ari",-1,4,5,4,4,2,0
"2016-12-07 01:30:00+00",20389,"ari",0,7,4,4,8,3,3
"2016-12-07 01:30:00+00",20389,"chi",0,4,7,8,4,3,3
"2016-12-07 01:30:00+00",20389,"chi",1,5,4,4,4,0,2
"2016-12-07 01:30:00+00",20389,"chi",2,2,0,0,0,0,0
"2016-12-07 01:30:00+00",20389,"chi",3,11,11,5,4,2,2
"2016-12-07 01:30:00+00",20390,"cgy",-1,7,7,3,3,2,4
"2016-12-07 01:30:00+00",20390,"cgy",0,6,13,11,10,7,8
"2016-12-07 01:30:00+00",20390,"cgy",1,2,6,0,5,2,2
"2016-12-07 01:30:00+00",20390,"dal",-1,6,2,5,0,2,2
"2016-12-07 01:30:00+00",20390,"dal",0,13,6,10,11,8,7
"2016-12-07 01:30:00+00",20390,"dal",1,7,7,3,3,4,2
"2017-01-22 03:00:00+00",20700,"edm",0,2,2,0,0,1,0
"2017-01-22 03:00:00+00",20700,"edm",1,1,4,1,1,0,2
"2017-01-22 03:00:00+00",20700,"edm",2,1,1,0,1,0,0
"2017-01-22 03:00:00+00",20700,"edm",3,17,23,2,14,1,8
"2017-01-22 03:00:00+00",20700,"cgy",-3,23,17,14,2,8,1
"2017-01-22 03:00:00+00",20700,"cgy",-2,1,1,1,0,0,0
"2017-01-22 03:00:00+00",20700,"cgy",-1,4,1,1,1,2,0
"2017-01-22 03:00:00+00",20700,"cgy",0,2,2,0,0,0,1
"2017-01-22 03:30:00+00",20701,"col",-1,21,14,12,12,5,0
"2017-01-22 03:30:00+00",20701,"col",0,12,10,6,6,5,2
"2017-01-22 03:30:00+00",20701,"sjs",0,10,12,6,6,2,5
"2017-01-22 03:30:00+00",20701,"sjs",1,14,21,12,12,0,5
"2017-01-22 20:00:00+00",20702,"bos",-3,5,7,4,4,2,1
"2017-01-22 20:00:00+00",20702,"bos",-2,3,4,1,0,0,0
"2017-01-22 20:00:00+00",20702,"bos",-1,13,11,6,3,2,1
"2017-01-22 20:00:00+00",20702,"bos",0,12,13,12,0,8,2
"2017-01-22 20:00:00+00",20702,"pit",0,13,12,0,12,2,8
"2017-01-22 20:00:00+00",20702,"pit",1,11,13,3,6,1,2
"2017-01-22 20:00:00+00",20702,"pit",2,4,3,0,1,0,0
"2017-01-22 20:00:00+00",20702,"pit",3,7,5,4,4,1,2
"2017-01-22 17:30:00+00",20703,"nyr",0,10,18,7,15,10,13
"2017-01-22 17:30:00+00",20703,"det",0,18,10,15,7,13,10
"2017-01-22 22:00:00+00",20704,"cbj",-2,2,2,0,0,0,0
"2017-01-22 22:00:00+00",20704,"cbj",-1,8,6,4,4,0,4
"2017-01-22 22:00:00+00",20704,"cbj",0,10,11,3,7,6,4
"2017-01-22 22:00:00+00",20704,"cbj",1,4,5,1,1,1,1
"2017-01-22 22:00:00+00",20704,"ott",-1,5,4,1,1,1,1
"2017-01-22 22:00:00+00",20704,"ott",0,11,10,7,3,4,6
"2017-01-22 22:00:00+00",20704,"ott",1,6,8,4,4,4,0
"2017-01-22 22:00:00+00",20704,"ott",2,2,2,0,0,0,0
"2017-01-22 23:00:00+00",20705,"phi",-2,8,6,3,4,3,1
"2017-01-22 23:00:00+00",20705,"phi",-1,9,13,3,6,6,2
"2017-01-22 23:00:00+00",20705,"phi",0,18,9,7,3,8,4
"2017-01-22 23:00:00+00",20705,"nyi",0,9,18,3,7,4,8
"2017-01-22 23:00:00+00",20705,"nyi",1,13,9,6,3,2,6
"2017-01-22 23:00:00+00",20705,"nyi",2,6,8,4,3,1,3
"2017-01-23 00:30:00+00",20706,"van",-2,9,6,5,1,2,6
"2017-01-23 00:30:00+00",20706,"van",-1,2,5,2,2,1,0
"2017-01-23 00:30:00+00",20706,"van",0,12,21,5,4,3,5
"2017-01-23 00:30:00+00",20706,"chi",0,21,12,4,5,5,3
"2017-01-23 00:30:00+00",20706,"chi",1,5,2,2,2,0,1
"2017-01-23 00:30:00+00",20706,"chi",2,6,9,1,5,6,2
"2017-01-23 01:00:00+00",20707,"nsh",-2,10,4,3,5,5,4
"2017-01-23 01:00:00+00",20707,"nsh",-1,12,9,9,3,3,3
"2017-01-23 01:00:00+00",20707,"nsh",0,7,6,1,2,2,2
"2017-01-23 01:00:00+00",20707,"nsh",1,0,1,0,0,1,1
"2017-01-23 01:00:00+00",20707,"nsh",2,0,0,0,0,0,0
"2017-01-23 01:00:00+00",20707,"min",-2,0,0,0,0,0,0
"2017-01-23 01:00:00+00",20707,"min",-1,1,0,0,0,1,1
"2017-01-23 01:00:00+00",20707,"min",0,6,7,2,1,2,2
"2017-01-23 01:00:00+00",20707,"min",1,9,12,3,9,3,3
"2017-01-23 01:00:00+00",20707,"min",2,4,10,5,3,4,5
"2017-01-24 00:00:00+00",20708,"lak",-2,13,4,6,3,3,1
"2017-01-24 00:00:00+00",20708,"lak",-1,6,9,11,5,9,2
"2017-01-24 00:00:00+00",20708,"lak",0,10,2,3,3,4,0
"2017-01-24 00:00:00+00",20708,"nyr",0,2,10,3,3,0,4
"2017-01-24 00:00:00+00",20708,"nyr",1,9,6,5,11,2,9
"2017-01-24 00:00:00+00",20708,"nyr",2,4,13,3,6,1,3
"2017-01-24 00:00:00+00",20709,"car",-3,11,6,7,2,4,1
"2017-01-24 00:00:00+00",20709,"car",-2,2,2,2,3,1,1
"2017-01-24 00:00:00+00",20709,"car",-1,5,3,4,0,4,1
"2017-01-24 00:00:00+00",20709,"car",0,3,7,2,3,0,3
"2017-01-24 00:00:00+00",20709,"car",1,1,2,1,1,2,0
"2017-01-24 00:00:00+00",20709,"wsh",-1,2,1,1,1,0,2
"2017-01-24 00:00:00+00",20709,"wsh",0,7,3,3,2,3,0
"2017-01-24 00:00:00+00",20709,"wsh",1,3,5,0,4,1,4
"2017-01-24 00:00:00+00",20709,"wsh",2,2,2,3,2,1,1
"2017-01-24 00:00:00+00",20709,"wsh",3,6,11,2,7,1,4
"2017-01-24 00:30:00+00",20710,"cgy",-3,5,4,9,2,1,3
"2017-01-24 00:30:00+00",20710,"cgy",-2,6,1,3,2,2,0
"2017-01-24 00:30:00+00",20710,"cgy",-1,2,3,1,2,0,1
"2017-01-24 00:30:00+00",20710,"cgy",0,7,9,2,2,3,7
"2017-01-24 00:30:00+00",20710,"tor",0,9,7,2,2,7,3
"2017-01-24 00:30:00+00",20710,"tor",1,3,2,2,1,1,0
"2017-01-24 00:30:00+00",20710,"tor",2,1,6,2,3,0,2
"2017-01-24 00:30:00+00",20710,"tor",3,4,5,2,9,3,1
"2017-01-24 01:00:00+00",20711,"ana",-1,0,0,0,0,0,0
"2017-01-24 01:00:00+00",20711,"ana",0,1,2,0,0,0,0
"2017-01-24 01:00:00+00",20711,"ana",1,16,15,5,8,4,4
"2017-01-24 01:00:00+00",20711,"ana",2,1,0,0,0,0,0
"2017-01-24 01:00:00+00",20711,"wpg",-2,0,1,0,0,0,0
"2017-01-24 01:00:00+00",20711,"wpg",-1,15,16,8,5,4,4
"2017-01-24 01:00:00+00",20711,"wpg",0,2,1,0,0,0,0
"2017-01-24 01:00:00+00",20711,"wpg",1,0,0,0,0,0,0
"2017-01-24 02:00:00+00",20712,"sjs",0,12,13,4,5,8,2
"2017-01-24 02:00:00+00",20712,"sjs",1,6,4,2,3,3,1
"2017-01-24 02:00:00+00",20712,"sjs",2,4,4,0,2,0,0
"2017-01-24 02:00:00+00",20712,"sjs",3,0,1,1,0,0,1
"2017-01-24 02:00:00+00",20712,"col",-3,1,0,0,1,1,0
"2017-01-24 02:00:00+00",20712,"col",-2,4,4,2,0,0,0
"2017-01-24 02:00:00+00",20712,"col",-1,4,6,3,2,1,3
"2017-01-24 02:00:00+00",20712,"col",0,13,12,5,4,2,8
"2017-02-19 23:00:00+00",20872,"chi",3,6,4,1,2,3,1
"2017-01-24 02:00:00+00",20713,"fla",-1,3,4,3,0,1,0
"2017-01-24 02:00:00+00",20713,"fla",0,15,26,13,11,10,7
"2017-01-24 02:00:00+00",20713,"fla",1,4,3,0,0,0,0
"2017-01-24 02:00:00+00",20713,"ari",-1,3,4,0,0,0,0
"2017-01-24 02:00:00+00",20713,"ari",0,26,15,11,13,7,10
"2017-01-24 02:00:00+00",20713,"ari",1,4,3,0,3,0,1
"2017-01-25 00:00:00+00",20714,"det",-1,5,11,1,4,0,6
"2017-01-25 00:00:00+00",20714,"det",0,10,13,4,6,5,1
"2017-01-25 00:00:00+00",20714,"det",1,8,13,2,3,1,4
"2017-01-25 00:00:00+00",20714,"bos",-1,13,8,3,2,4,1
"2017-01-25 00:00:00+00",20714,"bos",0,13,10,6,4,1,5
"2017-01-25 00:00:00+00",20714,"bos",1,11,5,4,1,6,0
"2017-01-25 00:00:00+00",20715,"lak",0,0,2,0,0,0,0
"2017-01-25 00:00:00+00",20715,"lak",1,2,0,0,0,0,0
"2017-01-25 00:00:00+00",20715,"lak",2,5,6,0,2,1,0
"2017-01-25 00:00:00+00",20715,"lak",3,15,14,3,1,5,5
"2017-01-25 00:00:00+00",20715,"njd",-3,14,15,1,3,5,5
"2017-01-25 00:00:00+00",20715,"njd",-2,6,5,2,0,0,1
"2017-01-25 00:00:00+00",20715,"njd",-1,0,2,0,0,0,0
"2017-01-25 00:00:00+00",20715,"njd",0,2,0,0,0,0,0
"2017-01-25 00:00:00+00",20716,"cbj",-3,5,4,2,0,3,3
"2017-01-25 00:00:00+00",20716,"cbj",-2,2,3,5,1,0,1
"2017-01-25 00:00:00+00",20716,"cbj",-1,2,2,1,1,0,0
"2017-01-25 00:00:00+00",20716,"cbj",0,8,10,4,6,4,3
"2017-01-25 00:00:00+00",20716,"cbj",1,4,5,4,3,3,0
"2017-01-25 00:00:00+00",20716,"nyi",-1,5,4,3,4,0,3
"2017-01-25 00:00:00+00",20716,"nyi",0,10,8,6,4,3,4
"2017-01-25 00:00:00+00",20716,"nyi",1,2,2,1,1,0,0
"2017-01-25 00:00:00+00",20716,"nyi",2,3,2,1,5,1,0
"2017-01-25 00:00:00+00",20716,"nyi",3,4,5,0,2,3,3
"2017-01-25 00:00:00+00",20717,"stl",0,8,3,5,1,3,0
"2017-01-25 00:00:00+00",20717,"stl",1,8,11,6,9,1,0
"2017-01-25 00:00:00+00",20717,"stl",2,4,8,0,4,1,2
"2017-01-25 00:00:00+00",20717,"stl",3,2,1,0,1,0,0
"2017-01-25 00:00:00+00",20717,"pit",-3,1,2,1,0,0,0
"2017-01-25 00:00:00+00",20717,"pit",-2,8,4,4,0,2,1
"2017-01-25 00:00:00+00",20717,"pit",-1,11,8,9,6,0,1
"2017-01-25 00:00:00+00",20717,"pit",0,3,8,1,5,0,3
"2017-01-25 00:30:00+00",20718,"cgy",-3,9,7,8,7,3,7
"2017-01-25 00:30:00+00",20718,"cgy",-2,0,0,0,0,0,1
"2017-01-25 00:30:00+00",20718,"cgy",-1,1,2,0,2,0,0
"2017-01-25 00:30:00+00",20718,"cgy",0,11,6,4,7,1,2
"2017-01-25 00:30:00+00",20718,"mtl",0,6,11,7,4,2,1
"2017-01-25 00:30:00+00",20718,"mtl",1,2,1,2,0,0,0
"2017-01-25 00:30:00+00",20718,"mtl",2,0,0,0,0,1,0
"2017-01-25 00:30:00+00",20718,"mtl",3,7,9,7,8,7,3
"2017-01-25 00:30:00+00",20719,"wsh",-3,8,9,3,6,3,3
"2017-01-25 00:30:00+00",20719,"wsh",-2,9,11,7,3,2,3
"2017-01-25 00:30:00+00",20719,"wsh",-1,0,2,0,0,0,0
"2017-01-25 00:30:00+00",20719,"wsh",0,0,0,1,0,2,0
"2017-01-25 00:30:00+00",20719,"ott",0,0,0,0,1,0,2
"2017-01-25 00:30:00+00",20719,"ott",1,2,0,0,0,0,0
"2017-01-25 00:30:00+00",20719,"ott",2,11,9,3,7,3,2
"2017-01-25 00:30:00+00",20719,"ott",3,9,8,6,3,3,3
"2017-01-25 01:00:00+00",20720,"buf",-2,2,1,2,0,2,0
"2017-01-25 01:00:00+00",20720,"buf",-1,21,19,8,9,8,4
"2017-01-25 01:00:00+00",20720,"buf",0,10,10,3,4,6,2
"2017-01-25 01:00:00+00",20720,"nsh",0,10,10,4,3,2,6
"2017-01-25 01:00:00+00",20720,"nsh",1,19,21,9,8,4,8
"2017-01-25 01:00:00+00",20720,"nsh",2,1,2,0,2,0,2
"2017-01-25 01:00:00+00",20721,"sjs",-1,1,1,0,1,0,0
"2017-01-25 01:00:00+00",20721,"sjs",0,16,17,11,7,6,12
"2017-01-25 01:00:00+00",20721,"sjs",1,6,13,5,7,6,3
"2017-01-25 01:00:00+00",20721,"wpg",-1,13,6,7,5,3,6
"2017-01-25 01:00:00+00",20721,"wpg",0,17,16,7,11,12,6
"2017-01-25 01:00:00+00",20721,"wpg",1,1,1,1,0,0,0
"2017-01-25 01:30:00+00",20722,"tbl",-1,20,9,5,8,9,1
"2017-01-25 01:30:00+00",20722,"tbl",0,10,11,4,2,1,2
"2017-01-25 01:30:00+00",20722,"tbl",1,2,0,0,0,0,0
"2017-01-25 01:30:00+00",20722,"tbl",2,2,6,0,2,0,0
"2017-01-25 01:30:00+00",20722,"tbl",3,0,0,0,1,1,0
"2017-01-25 01:30:00+00",20722,"chi",-3,0,0,1,0,0,1
"2017-01-25 01:30:00+00",20722,"chi",-2,6,2,2,0,0,0
"2017-01-25 01:30:00+00",20722,"chi",-1,0,2,0,0,0,0
"2017-01-25 01:30:00+00",20722,"chi",0,11,10,2,4,2,1
"2017-01-25 01:30:00+00",20722,"chi",1,9,20,8,5,1,9
"2017-01-25 01:30:00+00",20723,"min",0,22,11,6,5,8,9
"2017-01-25 01:30:00+00",20723,"min",1,6,8,1,3,3,3
"2017-01-25 01:30:00+00",20723,"min",2,0,6,0,2,0,1
"2017-01-25 01:30:00+00",20723,"dal",-2,6,0,2,0,1,0
"2017-01-25 01:30:00+00",20723,"dal",-1,8,6,3,1,3,3
"2017-01-25 01:30:00+00",20723,"dal",0,11,22,5,6,9,8
"2017-01-26 00:00:00+00",20724,"tor",0,3,1,2,1,1,1
"2017-01-26 00:00:00+00",20724,"tor",1,11,9,4,6,2,5
"2017-01-26 00:00:00+00",20724,"tor",2,3,7,3,2,1,1
"2017-01-26 00:00:00+00",20724,"tor",3,6,4,1,1,1,2
"2017-01-26 00:00:00+00",20724,"det",-3,4,6,1,1,2,1
"2017-01-26 00:00:00+00",20724,"det",-2,7,3,2,3,1,1
"2017-01-26 00:00:00+00",20724,"det",-1,9,11,6,4,5,2
"2017-01-26 00:00:00+00",20724,"det",0,1,3,1,2,1,1
"2017-01-26 01:00:00+00",20725,"phi",0,19,28,6,13,11,14
"2017-01-26 01:00:00+00",20725,"phi",1,1,1,0,0,0,1
"2017-01-26 01:00:00+00",20725,"phi",2,2,1,0,1,2,2
"2017-01-26 01:00:00+00",20725,"nyr",-2,1,2,1,0,2,2
"2017-01-26 01:00:00+00",20725,"nyr",-1,1,1,0,0,1,0
"2017-01-26 01:00:00+00",20725,"nyr",0,28,19,13,6,14,11
"2017-01-26 02:30:00+00",20726,"van",0,11,6,3,1,1,2
"2017-01-26 02:30:00+00",20726,"van",1,22,19,6,5,3,13
"2017-01-26 02:30:00+00",20726,"van",2,5,5,3,1,1,2
"2017-01-26 02:30:00+00",20726,"col",-2,5,5,1,3,2,1
"2017-01-26 02:30:00+00",20726,"col",-1,19,22,5,6,13,3
"2017-01-26 02:30:00+00",20726,"col",0,6,11,1,3,2,1
"2017-01-26 03:00:00+00",20727,"edm",0,3,8,5,4,3,4
"2017-01-26 03:00:00+00",20727,"edm",1,8,8,0,0,1,4
"2017-01-26 03:00:00+00",20727,"edm",2,1,0,1,1,1,0
"2017-01-26 03:00:00+00",20727,"edm",3,6,7,2,4,1,8
"2017-01-26 03:00:00+00",20727,"ana",-3,7,6,4,2,8,1
"2017-01-26 03:00:00+00",20727,"ana",-2,0,1,1,1,0,1
"2017-01-26 03:00:00+00",20727,"ana",-1,8,8,0,0,4,1
"2017-01-26 03:00:00+00",20727,"ana",0,8,3,4,5,4,3
"2017-01-27 00:00:00+00",20728,"pit",-2,2,3,0,4,0,2
"2017-01-27 00:00:00+00",20728,"pit",-1,1,7,3,0,1,1
"2017-01-27 00:00:00+00",20728,"pit",0,7,7,1,2,1,3
"2017-01-27 00:00:00+00",20728,"pit",1,2,4,1,2,1,2
"2017-01-27 00:00:00+00",20728,"pit",2,2,3,0,1,1,2
"2017-01-27 00:00:00+00",20728,"bos",-2,3,2,1,0,2,1
"2017-01-27 00:00:00+00",20728,"bos",-1,4,2,2,1,2,1
"2017-01-27 00:00:00+00",20728,"bos",0,7,7,2,1,3,1
"2017-01-27 00:00:00+00",20728,"bos",1,7,1,0,3,1,1
"2017-01-27 00:00:00+00",20728,"bos",2,3,2,4,0,2,0
"2017-01-27 00:00:00+00",20729,"wsh",0,3,2,0,0,3,1
"2017-01-27 00:00:00+00",20729,"wsh",1,9,12,1,3,3,7
"2017-01-27 00:00:00+00",20729,"wsh",2,7,9,2,1,3,6
"2017-01-27 00:00:00+00",20729,"wsh",3,7,2,1,0,1,0
"2017-01-27 00:00:00+00",20729,"njd",-3,2,7,0,1,0,1
"2017-01-27 00:00:00+00",20729,"njd",-2,9,7,1,2,6,3
"2017-01-27 00:00:00+00",20729,"njd",-1,12,9,3,1,7,3
"2017-01-27 00:00:00+00",20729,"njd",0,2,3,0,0,1,3
"2016-12-15 00:00:00+00",20441,"sjs",-1,1,1,1,1,1,1
"2016-12-15 00:00:00+00",20441,"sjs",0,16,12,4,9,5,3
"2016-12-15 00:00:00+00",20441,"sjs",1,1,3,2,1,0,2
"2016-12-15 00:00:00+00",20441,"ott",-1,3,1,1,2,2,0
"2016-12-15 00:00:00+00",20441,"ott",0,12,16,9,4,3,5
"2016-12-15 00:00:00+00",20441,"ott",1,1,1,1,1,1,1
"2016-12-15 00:30:00+00",20442,"bos",-1,5,2,1,0,0,1
"2016-12-15 00:30:00+00",20442,"bos",0,23,23,14,9,5,8
"2016-12-15 00:30:00+00",20442,"bos",1,3,4,0,0,0,0
"2016-12-15 00:30:00+00",20442,"pit",-1,4,3,0,0,0,0
"2016-12-15 00:30:00+00",20442,"pit",0,23,23,9,14,8,5
"2016-12-15 00:30:00+00",20442,"pit",1,2,5,0,1,1,0
"2016-12-15 02:30:00+00",20443,"tbl",-1,1,1,2,0,0,1
"2016-12-15 02:30:00+00",20443,"tbl",0,1,3,0,3,0,2
"2016-12-15 02:30:00+00",20443,"tbl",1,12,3,2,0,2,1
"2016-12-15 02:30:00+00",20443,"tbl",2,9,9,4,8,4,0
"2016-12-15 02:30:00+00",20443,"tbl",3,3,1,0,1,1,1
"2016-12-15 02:30:00+00",20443,"cgy",-3,1,3,1,0,1,1
"2016-12-15 02:30:00+00",20443,"cgy",-2,9,9,8,4,0,4
"2016-12-15 02:30:00+00",20443,"cgy",-1,3,12,0,2,1,2
