"datetime","game_id","team","score_sit","sf","sa","bsf","bsa","msf","msa"
"2017-03-01 00:00:00+00",20925,"phi",1,5,0,0,0,1,0
"2017-03-01 00:00:00+00",20925,"phi",2,0,0,0,1,1,0
"2017-03-01 00:00:00+00",20925,"phi",3,14,24,11,12,8,13
"2017-03-01 00:00:00+00",20922,"ari",-3,6,9,4,0,1,3
"2017-03-01 00:00:00+00",20922,"ari",-2,0,1,0,1,0,0
"2017-03-01 00:00:00+00",20922,"ari",-1,9,8,7,5,4,6
"2017-03-01 00:00:00+00",20922,"ari",0,1,2,0,0,1,0
"2017-03-01 00:00:00+00",20922,"bos",0,2,1,0,0,0,1
"2017-03-01 00:00:00+00",20922,"bos",1,8,9,5,7,6,4
"2017-03-01 00:00:00+00",20922,"bos",2,1,0,1,0,0,0
"2017-03-01 00:00:00+00",20922,"bos",3,9,6,0,4,3,1
"2017-03-01 00:30:00+00",20927,"car",-2,6,2,3,0,2,1
"2017-03-01 00:30:00+00",20927,"car",-1,8,9,2,0,6,3
"2017-03-01 00:30:00+00",20927,"car",0,6,12,4,3,1,6
"2017-03-01 00:30:00+00",20927,"fla",0,12,6,3,4,6,1
"2017-03-01 00:30:00+00",20927,"fla",1,9,8,0,2,3,6
"2017-03-01 00:30:00+00",20927,"fla",2,2,6,0,3,1,2
"2017-03-01 00:30:00+00",20926,"cbj",0,16,20,13,20,13,9
"2017-03-01 00:30:00+00",20926,"mtl",0,20,16,20,13,9,13
"2017-03-01 01:00:00+00",20928,"edm",-1,2,0,0,0,0,0
"2017-03-01 01:00:00+00",20928,"edm",0,7,4,3,1,3,2
"2017-03-01 01:00:00+00",20928,"edm",1,12,14,1,12,3,7
"2017-03-01 01:00:00+00",20928,"stl",-1,14,12,12,1,7,3
"2017-03-01 01:00:00+00",20928,"stl",0,4,7,1,3,2,3
"2017-03-01 01:00:00+00",20928,"stl",1,0,2,0,0,0,0
"2017-03-01 01:00:00+00",20929,"min",-1,2,1,0,2,1,0
"2017-03-01 01:00:00+00",20929,"min",0,5,10,2,2,0,0
"2017-03-01 01:00:00+00",20929,"min",1,1,1,0,0,0,0
"2017-03-01 01:00:00+00",20929,"min",2,14,11,2,3,1,2
"2017-03-01 01:00:00+00",20929,"min",3,1,4,0,0,0,0
"2017-03-01 01:00:00+00",20929,"wpg",-3,4,1,0,0,0,0
"2017-03-01 01:00:00+00",20929,"wpg",-2,11,14,3,2,2,1
"2017-03-01 01:00:00+00",20929,"wpg",-1,1,1,0,0,0,0
"2017-03-01 01:00:00+00",20929,"wpg",0,10,5,2,2,0,0
"2017-03-01 01:00:00+00",20929,"wpg",1,1,2,2,0,0,1
"2017-03-01 01:30:00+00",20930,"pit",-1,3,2,1,2,1,1
"2017-03-01 01:30:00+00",20930,"pit",0,3,4,4,1,3,2
"2017-03-01 01:30:00+00",20930,"pit",1,8,17,8,7,4,6
"2017-03-01 01:30:00+00",20930,"pit",2,5,5,10,2,6,1
"2017-03-01 01:30:00+00",20930,"dal",-2,5,5,2,10,1,6
"2017-03-01 01:30:00+00",20930,"dal",-1,17,8,7,8,6,4
"2017-03-01 01:30:00+00",20930,"dal",0,4,3,1,4,2,3
"2017-03-01 01:30:00+00",20930,"dal",1,2,3,2,1,1,1
"2017-03-01 02:00:00+00",20931,"lak",0,18,21,16,4,5,4
"2017-03-01 02:00:00+00",20931,"lak",1,7,6,7,4,5,5
"2017-03-01 02:00:00+00",20931,"cgy",-1,6,7,4,7,5,5
"2017-03-01 02:00:00+00",20931,"cgy",0,21,18,4,16,4,5
"2017-03-01 03:00:00+00",20932,"det",0,3,2,1,1,0,0
"2017-03-01 03:00:00+00",20932,"det",1,6,10,4,9,2,3
"2017-03-01 03:00:00+00",20932,"det",2,4,4,2,1,1,1
"2017-03-01 03:00:00+00",20932,"van",-2,4,4,1,2,1,1
"2017-03-01 03:00:00+00",20932,"van",-1,10,6,9,4,3,2
"2017-03-01 03:00:00+00",20932,"van",0,2,3,1,1,0,0
"2017-03-01 03:30:00+00",20933,"tor",0,7,10,8,7,7,6
"2017-03-01 03:30:00+00",20933,"tor",1,1,3,0,1,2,3
"2017-03-01 03:30:00+00",20933,"sjs",-1,3,1,1,0,3,2
"2017-03-01 03:30:00+00",20933,"sjs",0,10,7,7,8,6,7
"2017-03-02 00:00:00+00",20934,"car",-1,4,0,1,1,0,1
"2017-03-02 00:00:00+00",20934,"car",0,10,1,1,2,2,4
"2017-03-02 00:00:00+00",20934,"car",1,11,12,8,7,7,14
"2017-03-02 00:00:00+00",20934,"tbl",-1,12,11,7,8,14,7
"2017-03-02 00:00:00+00",20934,"tbl",0,1,10,2,1,4,2
"2017-03-02 00:00:00+00",20934,"tbl",1,0,4,1,1,1,0
"2017-03-02 01:00:00+00",20935,"pit",-3,0,1,0,1,0,0
"2017-03-02 01:00:00+00",20935,"pit",-2,0,0,0,0,0,0
"2017-03-02 01:00:00+00",20935,"pit",-1,19,11,8,8,2,3
"2017-03-02 01:00:00+00",20935,"pit",0,17,14,9,6,9,7
"2017-03-02 01:00:00+00",20935,"chi",0,14,17,6,9,7,9
"2017-03-02 01:00:00+00",20935,"chi",1,11,19,8,8,3,2
"2017-03-02 01:00:00+00",20935,"chi",2,0,0,0,0,0,0
"2017-03-02 01:00:00+00",20935,"chi",3,1,0,1,0,0,0
"2017-03-03 00:00:00+00",20939,"njd",-1,2,4,0,2,1,1
"2017-03-03 00:00:00+00",20939,"njd",0,9,10,16,8,6,7
"2017-03-03 00:00:00+00",20939,"wsh",0,10,9,8,16,7,6
"2017-03-03 00:00:00+00",20939,"wsh",1,4,2,2,0,1,1
"2017-03-03 00:00:00+00",20936,"nyr",0,4,11,1,5,3,6
"2017-03-03 00:00:00+00",20936,"nyr",1,2,5,2,4,2,2
"2017-03-03 00:00:00+00",20936,"nyr",2,1,2,1,0,0,0
"2017-03-03 00:00:00+00",20936,"bos",-2,2,1,0,1,0,0
"2017-03-03 00:00:00+00",20936,"bos",-1,5,2,4,2,2,2
"2017-03-03 00:00:00+00",20936,"bos",0,11,4,5,1,6,3
"2017-03-03 00:00:00+00",20938,"fla",0,16,29,7,7,3,15
"2017-03-03 00:00:00+00",20938,"fla",1,12,9,3,3,5,4
"2017-03-03 00:00:00+00",20938,"phi",-1,9,12,3,3,4,5
"2017-03-03 00:00:00+00",20938,"phi",0,29,16,7,7,15,3
"2017-03-03 00:00:00+00",20940,"min",-1,14,5,7,2,1,0
"2017-03-03 00:00:00+00",20940,"min",0,18,27,4,6,5,7
"2017-03-03 00:00:00+00",20940,"cbj",0,27,18,6,4,7,5
"2017-03-03 00:00:00+00",20940,"cbj",1,5,14,2,7,0,1
"2017-03-03 00:00:00+00",20937,"ari",-3,0,0,0,0,0,0
"2017-03-03 00:00:00+00",20937,"ari",-1,12,13,1,4,1,6
"2017-03-03 00:00:00+00",20937,"ari",0,6,11,5,9,4,5
"2017-03-03 00:00:00+00",20937,"ari",1,1,3,1,0,1,0
"2017-03-03 00:00:00+00",20937,"buf",-1,3,1,0,1,0,1
"2017-03-03 00:00:00+00",20937,"buf",0,11,6,9,5,5,4
"2017-03-03 00:00:00+00",20937,"buf",1,13,12,4,1,6,1
"2017-03-03 00:00:00+00",20937,"buf",3,0,0,0,0,0,0
"2017-03-03 00:30:00+00",20941,"nsh",0,7,7,7,6,8,3
"2017-03-03 00:30:00+00",20941,"nsh",1,17,13,8,12,4,2
"2017-03-03 00:30:00+00",20941,"mtl",-1,13,17,12,8,2,4
"2017-03-03 00:30:00+00",20941,"mtl",0,7,7,6,7,3,8
"2017-03-03 00:30:00+00",20942,"col",-2,5,7,2,0,2,1
"2017-03-03 00:30:00+00",20942,"col",-1,11,25,15,4,9,3
"2017-03-03 00:30:00+00",20942,"col",0,6,6,5,6,3,1
"2017-03-03 00:30:00+00",20942,"ott",0,6,6,6,5,1,3
"2017-03-03 00:30:00+00",20942,"ott",1,25,11,4,15,3,9
"2017-03-03 00:30:00+00",20942,"ott",2,7,5,0,2,1,2
"2017-03-03 01:30:00+00",20943,"nyi",-2,1,2,2,2,3,0
"2017-03-03 01:30:00+00",20943,"nyi",-1,6,3,1,4,2,3
"2017-03-03 01:30:00+00",20943,"nyi",0,14,8,12,4,5,4
"2017-03-03 01:30:00+00",20943,"nyi",1,5,2,2,0,3,3
"2017-03-03 01:30:00+00",20943,"nyi",2,3,3,1,1,2,1
"2017-03-03 01:30:00+00",20943,"dal",-2,3,3,1,1,1,2
"2017-03-03 01:30:00+00",20943,"dal",-1,2,5,0,2,3,3
"2017-03-03 01:30:00+00",20943,"dal",0,8,14,4,12,4,5
"2017-03-03 01:30:00+00",20943,"dal",1,3,6,4,1,3,2
"2017-03-03 01:30:00+00",20943,"dal",2,2,1,2,2,0,3
"2017-03-03 03:30:00+00",20944,"tor",0,2,0,0,0,2,0
"2017-03-03 03:30:00+00",20944,"tor",1,11,7,6,5,4,8
"2017-03-03 03:30:00+00",20944,"tor",2,0,1,0,0,1,1
"2017-03-03 03:30:00+00",20944,"lak",-2,1,0,0,0,1,1
"2017-03-03 03:30:00+00",20944,"lak",-1,7,11,5,6,8,4
"2017-03-03 03:30:00+00",20944,"lak",0,0,2,0,0,0,2
"2017-03-03 03:30:00+00",20945,"van",-1,1,0,0,0,0,1
"2017-03-03 03:30:00+00",20945,"van",0,2,7,4,6,1,3
"2017-03-03 03:30:00+00",20945,"van",1,1,4,4,4,0,0
"2017-03-03 03:30:00+00",20945,"sjs",-1,4,1,4,4,0,0
"2017-03-03 03:30:00+00",20945,"sjs",0,7,2,6,4,3,1
"2017-03-03 03:30:00+00",20945,"sjs",1,0,1,0,0,1,0
"2017-03-04 00:00:00+00",20946,"tbl",-3,2,0,1,0,0,0
"2017-03-04 00:00:00+00",20946,"tbl",-2,1,0,0,0,0,0
"2017-03-04 00:00:00+00",20946,"tbl",-1,7,4,6,1,1,3
"2017-03-04 00:00:00+00",20946,"tbl",0,12,21,11,6,3,12
"2017-03-04 00:00:00+00",20946,"tbl",1,0,1,1,1,0,1
"2017-03-04 00:00:00+00",20946,"pit",-1,1,0,1,1,1,0
"2017-03-04 00:00:00+00",20946,"pit",0,21,12,6,11,12,3
"2017-03-04 00:00:00+00",20946,"pit",1,4,7,1,6,3,1
"2017-03-04 00:00:00+00",20946,"pit",2,0,1,0,0,0,0
"2017-03-04 00:00:00+00",20946,"pit",3,0,2,0,1,0,0
"2017-03-04 00:30:00+00",20947,"ari",0,19,19,6,5,7,5
"2017-03-04 00:30:00+00",20947,"ari",1,1,7,1,3,2,4
"2017-03-04 00:30:00+00",20947,"ari",2,0,2,0,0,0,0
"2017-03-04 00:30:00+00",20947,"car",-2,2,0,0,0,0,0
"2017-03-04 00:30:00+00",20947,"car",-1,7,1,3,1,4,2
"2017-03-04 00:30:00+00",20947,"car",0,19,19,5,6,5,7
"2017-03-04 01:00:00+00",20948,"stl",-3,0,1,0,0,2,0
"2017-03-04 01:00:00+00",20948,"stl",-1,19,24,10,5,4,5
"2017-03-04 01:00:00+00",20948,"stl",0,3,4,2,4,1,2
"2017-03-04 01:00:00+00",20948,"wpg",0,4,3,4,2,2,1
"2017-03-04 01:00:00+00",20948,"wpg",1,24,19,5,10,5,4
"2017-03-04 01:00:00+00",20948,"wpg",3,1,0,0,0,0,2
"2017-03-04 01:30:00+00",20949,"nyi",0,10,10,4,13,3,10
"2017-03-04 01:30:00+00",20949,"nyi",1,9,14,5,5,1,6
"2017-03-04 01:30:00+00",20949,"chi",-1,14,9,5,5,6,1
"2017-03-04 01:30:00+00",20949,"chi",0,10,10,13,4,10,3
"2017-03-04 02:00:00+00",20950,"det",-1,17,10,9,13,6,8
"2017-03-04 02:00:00+00",20950,"det",0,6,5,4,3,0,1
"2017-03-04 02:00:00+00",20950,"det",1,1,0,0,0,1,0
"2017-03-04 02:00:00+00",20950,"cgy",-1,0,1,0,0,0,1
"2017-03-04 02:00:00+00",20950,"cgy",0,5,6,3,4,1,0
"2017-03-04 02:00:00+00",20950,"cgy",1,10,17,13,9,8,6
"2017-03-04 03:00:00+00",20951,"tor",-1,9,7,4,4,7,5
"2017-03-04 03:00:00+00",20951,"tor",0,8,12,4,3,2,4
"2017-03-04 03:00:00+00",20951,"tor",1,1,5,0,2,0,1
"2017-03-04 03:00:00+00",20951,"ana",-1,5,1,2,0,1,0
"2017-03-04 03:00:00+00",20951,"ana",0,12,8,3,4,4,2
"2017-03-04 03:00:00+00",20951,"ana",1,7,9,4,4,5,7
"2017-03-05 00:00:00+00",20958,"col",-3,18,18,7,5,5,5
"2017-03-05 00:00:00+00",20958,"col",-2,0,1,0,0,0,0
"2017-03-05 00:00:00+00",20958,"col",-1,0,2,0,0,0,1
"2017-03-05 00:00:00+00",20958,"col",0,1,3,0,0,1,0
"2017-03-05 00:00:00+00",20958,"wpg",0,3,1,0,0,0,1
"2017-03-05 00:00:00+00",20958,"wpg",1,2,0,0,0,1,0
"2017-03-05 00:00:00+00",20958,"wpg",2,1,0,0,0,0,0
"2017-03-05 00:00:00+00",20958,"wpg",3,18,18,5,7,5,5
"2017-03-05 00:00:00+00",20952,"njd",-1,7,11,1,2,2,1
"2017-03-05 00:00:00+00",20952,"njd",0,7,21,3,5,8,9
"2017-03-05 00:00:00+00",20952,"bos",0,21,7,5,3,9,8
"2017-03-05 00:00:00+00",20952,"bos",1,11,7,2,1,1,2
"2017-03-05 00:00:00+00",20956,"mtl",0,9,3,2,2,3,0
"2017-03-05 00:00:00+00",20956,"mtl",1,7,7,2,4,1,4
"2017-03-05 00:00:00+00",20956,"mtl",2,12,9,5,3,5,3
"2017-03-05 00:00:00+00",20956,"mtl",3,6,8,1,2,4,3
"2017-03-05 00:00:00+00",20956,"nyr",-3,8,6,2,1,3,4
"2017-03-05 00:00:00+00",20956,"nyr",-2,9,12,3,5,3,5
"2017-03-05 00:00:00+00",20956,"nyr",-1,7,7,4,2,4,1
"2017-03-05 00:00:00+00",20956,"nyr",0,3,9,2,2,0,3
"2017-03-05 00:00:00+00",20953,"tbl",-1,1,1,1,1,0,0
"2017-03-05 00:00:00+00",20953,"tbl",0,26,25,11,4,10,8
"2017-03-05 00:00:00+00",20953,"buf",0,25,26,4,11,8,10
"2017-03-05 00:00:00+00",20953,"buf",1,1,1,1,1,0,0
"2017-03-05 00:00:00+00",20955,"dal",0,24,34,11,6,4,13
"2017-03-05 00:00:00+00",20955,"dal",1,4,2,1,0,0,0
"2017-03-05 00:00:00+00",20955,"fla",-1,2,4,0,1,0,0
"2017-03-05 00:00:00+00",20955,"fla",0,34,24,6,11,13,4
"2017-03-05 00:00:00+00",20954,"cbj",-1,7,8,9,10,2,4
"2017-03-05 00:00:00+00",20954,"cbj",0,9,6,6,4,3,3
"2017-03-05 00:00:00+00",20954,"cbj",1,5,7,2,2,0,1
"2017-03-05 00:00:00+00",20954,"ott",-1,7,5,2,2,1,0
"2017-03-05 00:00:00+00",20954,"ott",0,6,9,4,6,3,3
"2017-03-05 00:00:00+00",20954,"ott",1,8,7,10,9,4,2
"2017-03-05 00:30:00+00",20957,"phi",0,20,17,11,17,7,6
"2017-03-05 00:30:00+00",20957,"phi",1,2,2,1,0,0,0
"2017-03-05 00:30:00+00",20957,"wsh",-1,2,2,0,1,0,0
"2017-03-05 00:30:00+00",20957,"wsh",0,17,20,17,11,6,7
"2017-03-05 01:00:00+00",20959,"chi",0,17,17,3,5,4,4
"2017-03-05 01:00:00+00",20959,"chi",1,10,10,7,6,5,8
"2017-03-05 01:00:00+00",20959,"chi",2,1,2,0,1,0,1
"2017-03-05 01:00:00+00",20959,"nsh",-2,2,1,1,0,1,0
"2017-03-05 01:00:00+00",20959,"nsh",-1,10,10,6,7,8,5
"2017-03-05 01:00:00+00",20959,"nsh",0,17,17,5,3,4,4
"2017-03-05 03:00:00+00",20961,"van",0,5,5,1,5,1,1
"2017-03-05 03:00:00+00",20961,"van",1,1,2,0,0,1,0
"2017-03-05 03:00:00+00",20961,"van",2,2,3,0,0,1,1
"2017-03-05 03:00:00+00",20961,"van",3,8,15,2,3,2,5
"2017-03-05 03:00:00+00",20961,"lak",-3,15,8,3,2,5,2
"2017-03-05 03:00:00+00",20961,"lak",-2,3,2,0,0,1,1
"2017-03-05 03:00:00+00",20961,"lak",-1,2,1,0,0,0,1
"2017-03-05 03:00:00+00",20961,"lak",0,5,5,5,1,1,1
"2017-03-05 03:00:00+00",20960,"det",-1,9,20,8,9,6,5
"2017-03-05 03:00:00+00",20960,"det",0,1,5,2,1,0,1
"2017-03-05 03:00:00+00",20960,"edm",0,5,1,1,2,1,0
"2017-03-05 03:00:00+00",20960,"edm",1,20,9,9,8,5,6
"2017-03-19 17:00:00+00",21063,"cbj",0,1,4,1,4,0,2
"2017-03-19 17:00:00+00",21063,"cbj",1,4,5,2,2,4,2
"2017-03-19 17:00:00+00",21063,"cbj",2,15,22,3,8,6,4
"2017-03-19 17:00:00+00",21063,"cbj",3,1,1,0,1,0,1
"2017-03-19 17:00:00+00",21063,"njd",-3,1,1,1,0,1,0
"2017-03-19 17:00:00+00",21063,"njd",-2,22,15,8,3,4,6
"2017-03-19 17:00:00+00",21063,"njd",-1,5,4,2,2,2,4
"2017-03-19 17:00:00+00",21063,"njd",0,4,1,4,1,2,0
"2017-03-05 21:00:00+00",20962,"nyi",-3,19,17,10,9,8,6
"2017-03-05 21:00:00+00",20962,"nyi",-2,0,1,0,0,0,0
"2017-03-05 21:00:00+00",20962,"nyi",-1,1,1,1,0,0,0
"2017-03-05 21:00:00+00",20962,"nyi",0,7,15,1,6,3,2
"2017-03-05 21:00:00+00",20962,"cgy",0,15,7,6,1,2,3
"2017-03-05 21:00:00+00",20962,"cgy",1,1,1,0,1,0,0
"2017-03-05 21:00:00+00",20962,"cgy",2,1,0,0,0,0,0
"2017-03-05 21:00:00+00",20962,"cgy",3,17,19,9,10,6,8
"2017-03-05 22:00:00+00",20964,"buf",-1,1,0,0,0,0,0
"2017-03-05 22:00:00+00",20964,"buf",0,5,5,1,0,0,1
"2017-03-05 22:00:00+00",20964,"buf",1,16,19,2,6,0,3
"2017-03-05 22:00:00+00",20964,"buf",2,6,4,1,2,0,1
"2017-03-05 22:00:00+00",20964,"buf",3,3,2,0,0,3,0
"2017-03-05 22:00:00+00",20964,"pit",-3,2,3,0,0,0,3
"2017-03-05 22:00:00+00",20964,"pit",-2,4,6,2,1,1,0
"2017-03-05 22:00:00+00",20964,"pit",-1,19,16,6,2,3,0
"2017-03-05 22:00:00+00",20964,"pit",0,5,5,0,1,1,0
"2017-03-05 22:00:00+00",20964,"pit",1,0,1,0,0,0,0
"2017-03-05 22:00:00+00",20963,"cbj",0,10,4,1,4,2,6
"2017-03-05 22:00:00+00",20963,"cbj",1,2,3,0,0,2,2
"2017-03-05 22:00:00+00",20963,"cbj",2,8,7,1,1,4,4
"2017-03-05 22:00:00+00",20963,"cbj",3,2,3,0,2,0,1
"2017-03-05 22:00:00+00",20963,"njd",-3,3,2,2,0,1,0
"2017-03-05 22:00:00+00",20963,"njd",-2,7,8,1,1,4,4
"2017-03-05 22:00:00+00",20963,"njd",-1,3,2,0,0,2,2
"2017-03-05 22:00:00+00",20963,"njd",0,4,10,4,1,6,2
"2017-03-05 23:00:00+00",20965,"sjs",-2,1,1,0,0,0,0
"2017-03-05 23:00:00+00",20965,"sjs",-1,10,16,5,9,5,3
"2017-03-05 23:00:00+00",20965,"sjs",0,4,7,3,4,1,1
"2017-03-05 23:00:00+00",20965,"min",0,7,4,4,3,1,1
"2017-03-05 23:00:00+00",20965,"min",1,16,10,9,5,3,5
"2017-03-05 23:00:00+00",20965,"min",2,1,1,0,0,0,0
"2017-03-06 01:00:00+00",20967,"van",0,8,11,4,3,2,5
"2017-03-06 01:00:00+00",20967,"van",1,6,12,3,7,4,10
"2017-03-06 01:00:00+00",20967,"van",2,6,11,2,4,3,1
"2017-03-06 01:00:00+00",20967,"ana",-2,11,6,4,2,1,3
"2017-03-06 01:00:00+00",20967,"ana",-1,12,6,7,3,10,4
"2017-03-06 01:00:00+00",20967,"ana",0,11,8,3,4,5,2
"2017-03-06 01:00:00+00",20966,"stl",0,1,2,0,0,0,0
"2017-03-06 01:00:00+00",20966,"stl",1,2,0,0,0,0,0
"2017-03-06 01:00:00+00",20966,"stl",2,6,12,2,7,2,3
"2017-03-06 01:00:00+00",20966,"stl",3,11,11,4,2,2,8
"2017-03-06 01:00:00+00",20966,"col",-3,11,11,2,4,8,2
"2017-03-06 01:00:00+00",20966,"col",-2,12,6,7,2,3,2
"2017-03-06 01:00:00+00",20966,"col",-1,0,2,0,0,0,0
"2017-03-06 01:00:00+00",20966,"col",0,2,1,0,0,0,0
"2017-03-06 01:30:00+00",20968,"car",-1,2,0,0,0,1,0
"2017-03-06 01:30:00+00",20968,"car",0,27,22,9,11,14,12
"2017-03-06 01:30:00+00",20968,"car",1,1,0,0,2,1,1
"2017-03-06 01:30:00+00",20968,"ari",-1,0,1,2,0,1,1
"2017-03-06 01:30:00+00",20968,"ari",0,22,27,11,9,12,14
"2017-03-06 01:30:00+00",20968,"ari",1,0,2,0,0,0,1
"2017-03-07 00:30:00+00",20969,"dal",0,5,0,1,0,0,1
"2017-03-07 00:30:00+00",20969,"dal",1,6,11,12,7,4,6
"2017-03-07 00:30:00+00",20969,"dal",2,5,11,2,9,1,2
"2017-03-07 00:30:00+00",20969,"dal",3,3,6,1,3,0,2
"2017-03-07 00:30:00+00",20969,"wsh",-3,6,3,3,1,2,0
"2017-03-07 00:30:00+00",20969,"wsh",-2,11,5,9,2,2,1
"2017-03-07 00:30:00+00",20969,"wsh",-1,11,6,7,12,6,4
"2017-03-07 00:30:00+00",20969,"wsh",0,0,5,0,1,1,0
"2017-03-07 00:30:00+00",20970,"bos",-2,9,3,7,3,3,0
"2017-03-07 00:30:00+00",20970,"bos",-1,15,21,7,11,7,9
"2017-03-07 00:30:00+00",20970,"bos",0,1,1,1,2,0,0
"2017-03-07 00:30:00+00",20970,"ott",0,1,1,2,1,0,0
"2017-03-07 00:30:00+00",20970,"ott",1,21,15,11,7,9,7
"2017-03-07 00:30:00+00",20970,"ott",2,3,9,3,7,0,3
"2017-03-07 00:30:00+00",20971,"nyr",0,25,26,1,9,5,10
"2017-03-07 00:30:00+00",20971,"tbl",0,26,25,9,1,10,5
"2017-03-07 01:00:00+00",20972,"sjs",0,19,16,9,9,9,9
"2017-03-07 01:00:00+00",20972,"sjs",1,3,10,0,6,2,0
"2017-03-07 01:00:00+00",20972,"sjs",2,0,1,0,0,0,0
"2017-03-07 01:00:00+00",20972,"wpg",-2,1,0,0,0,0,0
"2017-03-07 01:00:00+00",20972,"wpg",-1,10,3,6,0,0,2
"2017-03-07 01:00:00+00",20972,"wpg",0,16,19,9,9,9,9
"2017-03-08 00:00:00+00",20974,"njd",-2,0,0,0,0,0,0
"2017-03-08 00:00:00+00",20974,"njd",-1,7,5,2,2,2,2
"2017-03-08 00:00:00+00",20974,"njd",0,24,16,8,12,7,10
"2017-03-08 00:00:00+00",20974,"cbj",0,16,24,12,8,10,7
"2017-03-08 00:00:00+00",20974,"cbj",1,5,7,2,2,2,2
"2017-03-08 00:00:00+00",20974,"cbj",2,0,0,0,0,0,0
"2017-03-08 00:30:00+00",20975,"det",-3,6,3,1,2,2,3
"2017-03-08 00:30:00+00",20975,"det",-2,5,9,4,1,3,2
"2017-03-08 00:30:00+00",20975,"det",-1,9,9,4,4,4,4
"2017-03-08 00:30:00+00",20975,"det",0,1,2,0,0,0,0
"2017-03-08 00:30:00+00",20975,"tor",0,2,1,0,0,0,0
"2017-03-08 00:30:00+00",20975,"tor",1,9,9,4,4,4,4
"2017-03-08 00:30:00+00",20975,"tor",2,9,5,1,4,2,3
"2017-03-08 00:30:00+00",20975,"tor",3,3,6,2,1,3,2
"2017-03-08 00:30:00+00",20976,"nyr",0,1,4,0,4,0,2
"2017-03-08 00:30:00+00",20976,"nyr",1,5,2,0,0,2,0
"2017-03-08 00:30:00+00",20976,"nyr",2,5,7,2,3,4,2
"2017-03-08 00:30:00+00",20976,"nyr",3,8,16,4,4,5,1
"2017-03-08 00:30:00+00",20976,"fla",-3,16,8,4,4,1,5
"2017-03-08 00:30:00+00",20976,"fla",-2,7,5,3,2,2,4
"2017-03-08 00:30:00+00",20976,"fla",-1,2,5,0,0,0,2
"2017-03-08 00:30:00+00",20976,"fla",0,4,1,4,0,2,0
"2017-03-08 01:00:00+00",20977,"stl",0,6,5,1,0,2,3
"2017-03-08 01:00:00+00",20977,"stl",1,14,18,7,7,3,6
"2017-03-08 01:00:00+00",20977,"stl",2,0,5,0,4,0,1
"2017-03-08 01:00:00+00",20977,"min",-2,5,0,4,0,1,0
"2017-03-08 01:00:00+00",20977,"min",-1,18,14,7,7,6,3
"2017-03-08 01:00:00+00",20977,"min",0,5,6,0,1,3,2
"2017-03-08 02:00:00+00",20978,"car",-2,0,0,0,0,0,0
"2017-03-08 02:00:00+00",20978,"car",-1,7,6,3,0,4,3
"2017-03-08 02:00:00+00",20978,"car",0,2,5,2,0,0,0
"2017-03-08 02:00:00+00",20978,"car",1,15,10,3,8,5,9
"2017-03-08 02:00:00+00",20978,"col",-1,10,15,8,3,9,5
"2017-03-08 02:00:00+00",20978,"col",0,5,2,0,2,0,0
"2017-03-08 02:00:00+00",20978,"col",1,6,7,0,3,3,4
"2017-03-08 02:00:00+00",20978,"col",2,0,0,0,0,0,0
"2017-03-08 00:30:00+00",20973,"phi",0,6,5,3,3,4,1
"2017-03-08 00:30:00+00",20973,"phi",1,9,8,7,1,1,0
"2017-03-08 00:30:00+00",20973,"phi",2,3,3,1,3,1,2
"2017-03-08 00:30:00+00",20973,"phi",3,4,12,4,2,1,5
"2017-03-08 00:30:00+00",20973,"buf",-3,12,4,2,4,5,1
"2017-03-08 00:30:00+00",20973,"buf",-2,3,3,3,1,2,1
"2017-03-08 00:30:00+00",20973,"buf",-1,8,9,1,7,0,1
"2017-03-08 00:30:00+00",20973,"buf",0,5,6,3,3,1,4
"2017-03-08 02:00:00+00",20979,"nyi",0,8,13,3,5,3,4
"2017-03-08 02:00:00+00",20979,"nyi",1,13,6,9,6,3,2
"2017-03-08 02:00:00+00",20979,"nyi",2,1,5,1,1,0,2
"2017-03-08 02:00:00+00",20979,"nyi",3,2,0,0,0,0,0
"2017-03-08 02:00:00+00",20979,"edm",-3,0,2,0,0,0,0
"2017-03-08 02:00:00+00",20979,"edm",-2,5,1,1,1,2,0
"2017-03-08 02:00:00+00",20979,"edm",-1,6,13,6,9,2,3
"2017-03-08 02:00:00+00",20979,"edm",0,13,8,5,3,4,3
"2017-03-08 03:00:00+00",20980,"mtl",0,2,5,0,1,0,0
"2017-03-08 03:00:00+00",20980,"mtl",1,17,10,4,9,5,2
"2017-03-08 03:00:00+00",20980,"van",-1,10,17,9,4,2,5
"2017-03-08 03:00:00+00",20980,"van",0,5,2,1,0,0,0
"2017-03-08 03:00:00+00",20981,"nsh",0,1,6,1,1,0,1
"2017-03-08 03:00:00+00",20981,"nsh",1,8,10,2,9,3,4
"2017-03-08 03:00:00+00",20981,"nsh",2,0,2,0,4,0,2
"2017-03-08 03:00:00+00",20981,"ana",-2,2,0,4,0,2,0
"2017-03-08 03:00:00+00",20981,"ana",-1,10,8,9,2,4,3
"2017-03-08 03:00:00+00",20981,"ana",0,6,1,1,1,1,0
"2017-03-09 01:00:00+00",20983,"ott",0,8,5,5,8,1,6
"2017-03-09 01:00:00+00",20983,"ott",1,1,0,0,0,0,0
"2017-03-09 01:00:00+00",20983,"ott",2,9,8,3,5,2,7
"2017-03-09 01:00:00+00",20983,"ott",3,2,17,2,5,2,8
"2017-03-09 01:00:00+00",20983,"dal",-3,17,2,5,2,8,2
