"h_zone","loc_x","loc_y","type","team","venue","position"
"d",-79,-3,"blocked_shot","fla","home","c"
"d",77,33,"shot","min","home","r"
"o",-78,-4,"blocked_shot","wsh","home","d"
"d",-81,-8,"blocked_shot","fla","away","c"
"o",64,-5,"blocked_shot","nyi","home","c"
"o",-42,29,"blocked_shot","cbj","home","d"
"d",-36,-30,"shot","wpg","home","d"
"d",55,23,"missed_shot","fla","away","r"
"o",-74,-9,"shot","wpg","home","l"
"o",78,24,"shot","col","home","c"
"d",-83,14,"missed_shot","fla","away","c"
"o",-84,-2,"shot","sjs","home","r"
"d",-85,-3,"shot","ana","away","c"
"o",94,13,"shot","pit","home","r"
"d",-69,-7,"missed_shot","phi","away","r"
"o",-71,22,"shot","lak","home","c"
"d",81,1,"shot","mtl","home","c"
"d",-77,-13,"blocked_shot","wpg","away","r"
"d",-40,23,"shot","nsh","away","d"
"o",46,-33,"missed_shot","mtl","away","d"
"d",-75,-3,"shot","phi","home","c"
"o",-62,-10,"shot","tbl","away","d"
"o",64,-20,"shot","van","away","c"
"d",-85,5,"shot","bos","away","c"
"d",-52,10,"blocked_shot","car","away","r"
"d",-76,3,"blocked_shot","bos","away","l"
"o",-66,6,"blocked_shot","tbl","home","c"
"o",30,-5,"blocked_shot","bos","home","c"
"o",31,23,"shot","edm","home","d"
"d",77,-13,"shot","sjs","away","r"
"n",-20,-31,"shot","chi","home","c"
"o",-57,-12,"blocked_shot","buf","home","c"
"d",-55,-1,"missed_shot","wsh","away","l"
"d",-88,3,"shot","nsh","home","d"
"o",-65,-6,"missed_shot","wpg","home","c"
"d",-65,18,"goal","phi","away","r"
"o",-43,23,"shot","pit","away","d"
"o",72,5,"blocked_shot","cbj","home","l"
"d",-68,17,"shot","ari","away","l"
"o",58,-10,"blocked_shot","cgy","home","c"
"d",62,-24,"shot","buf","away","r"
"d",48,-1,"missed_shot","tor","away","r"
"o",56,-24,"missed_shot","phi","home","d"
"o",46,9,"blocked_shot","phi","home","d"
"d",40,24,"blocked_shot","wpg","away","r"
"o",-68,1,"blocked_shot","van","home","c"
"d",-56,18,"blocked_shot","stl","away","d"
"o",-82,7,"shot","nyr","home","c"
"d",-42,,"shot","tbl","away","l"
"o",-37,19,"shot","col","home","d"
"o",57,26,"shot","buf","home","l"
"d",73,20,"blocked_shot","wpg","home","c"
"d",76,-14,"shot","buf","away","r"
"d",-60,18,"shot","det","away","l"
"o",33,22,"shot","wpg","home","d"
"d",-64,9,"blocked_shot","nyi","away","r"
"o",35,21,"missed_shot","tor","away","d"
"o",72,-6,"shot","nyi","home","r"
"o",74,-4,"shot","det","home","r"
"o",57,25,"blocked_shot","col","home","r"
"d",66,21,"shot","phi","away","r"
"o",82,-23,"missed_shot","njd","away","c"
"o",48,30,"missed_shot","cbj","away","c"
"o",-72,14,"shot","nsh","home","l"
"d",-55,32,"missed_shot","dal","home","d"
"d",42,-27,"blocked_shot","bos","home","d"
"d",-90,-6,"shot","fla","away","c"
"o",-66,-7,"shot","mtl","home","d"
"o",44,5,"shot","bos","home","d"
"d",-63,-34,"missed_shot","buf","away","c"
"o",81,-2,"shot","lak","away","l"
"d",-66,20,"shot","wpg","home","c"
"d",-77,-5,"missed_shot","ari","away","l"
"d",-45,-24,"missed_shot","chi","home","d"
"o",-58,-13,"missed_shot","nsh","home","d"
"o",85,29,"missed_shot","car","home","l"
"d",-80,-14,"blocked_shot","nyi","away","l"
"n",-19,1,"shot","pit","away","r"
"d",76,20,"shot","phi","away","c"
"d",-83,-22,"missed_shot","phi","home","r"
"o",69,-28,"missed_shot","bos","home","c"
"o",88,-4,"shot","ott","home","c"
"d",-51,33,"shot","phi","home","d"
"d",-36,-23,"shot","njd","away","d"
"o",-72,1,"shot","stl","home","d"
"d",66,,"missed_shot","cgy","home","l"
"d",-66,20,"shot","chi","away","c"
"d",-65,7,"blocked_shot","wsh","away","d"
"d",66,14,"shot","wsh","away","l"
"d",70,-15,"shot","ott","away","c"
"d",42,-7,"shot","lak","away","c"
"d",66,-1,"blocked_shot","tor","away","r"
"o",-56,-40,"shot","phi","home","r"
"o",75,-1,"shot","buf","away","r"
"o",77,-11,"blocked_shot","tbl","away","l"
"o",49,15,"shot","phi","home","d"
"d",-82,11,"missed_shot","ana","away","c"
"o",46,-21,"goal","wsh","away","d"
"d",-82,7,"missed_shot","fla","home","r"
"o",72,-5,"goal","dal","home","c"
"o",56,30,"shot","bos","home","c"
"d",85,8,"shot","dal","away","c"
"o",-84,,"goal","sjs","home","c"
"o",77,-14,"blocked_shot","lak","home","l"
"d",-83,25,"shot","tbl","away","l"
"d",48,36,"shot","ana","away","d"
"d",-52,-26,"shot","tbl","away","d"
"d",-55,18,"blocked_shot","dal","home","d"
"o",-73,-7,"shot","car","away","c"
"o",-81,10,"missed_shot","cbj","home","c"
"d",-71,26,"shot","buf","away","c"
"d",-67,3,"goal","wsh","home","c"
"o",-71,1,"blocked_shot","ana","home","l"
"o",31,34,"missed_shot","chi","home","l"
"o",67,36,"shot","wpg","home","d"
"o",77,-21,"shot","cgy","home","c"
"o",51,30,"missed_shot","fla","home","d"
"o",-55,17,"shot","cbj","away","r"
"d",-66,4,"shot","ana","away","l"
"o",55,,"shot","ari","home","l"
"o",66,6,"shot","van","home","c"
"o",-41,-25,"missed_shot","ana","home","d"
"o",68,10,"blocked_shot","col","home","d"
"d",-46,-17,"blocked_shot","phi","away","d"
"o",76,11,"blocked_shot","tbl","home","d"
"d",-34,20,"missed_shot","cbj","away","d"
"d",78,-38,"shot","buf","away","r"
"d",73,3,"shot","fla","away","d"
"o",52,29,"missed_shot","cbj","home","l"
"o",85,-11,"goal","min","away","r"
"d",-78,-10,"shot","fla","away","c"
"o",-87,5,"shot","dal","home","l"
"o",-64,-24,"shot","wpg","home","d"
"d",47,-6,"blocked_shot","lak","away","c"
"d",-71,-5,"missed_shot","phi","home","l"
"o",-64,14,"missed_shot","lak","away","c"
"o",-37,22,"shot","tbl","home","d"
"o",74,-4,"blocked_shot","ari","home","c"
"d",-77,-9,"blocked_shot","cgy","home","d"
"d",-60,-5,"missed_shot","dal","away","r"
"o",85,-12,"shot","lak","away","d"
"d",-54,-14,"blocked_shot","nyr","away","r"
"o",37,-38,"shot","nsh","home","d"
"d",-75,-19,"blocked_shot","ari","away","r"
"d",-83,-4,"goal","lak","home","l"
"d",-66,-13,"blocked_shot","phi","home","d"
"d",70,13,"blocked_shot","mtl","home","l"
"o",34,20,"shot","col","away","d"
"o",-64,3,"blocked_shot","cbj","away","c"
"d",-54,-21,"shot","chi","away","l"
"n",17,5,"shot","lak","home","c"
"n",11,23,"shot","edm","away","l"
"o",57,-32,"shot","njd","away","r"
"d",-82,31,"shot","nyi","away","d"
"o",77,-1,"blocked_shot","col","home","l"
"d",-45,-35,"blocked_shot","ari","away","d"
"d",-81,1,"blocked_shot","car","home","d"
"d",-84,-27,"missed_shot","nyi","away","d"
"o",-40,5,"shot","sjs","away","d"
"d",-85,11,"blocked_shot","lak","away","d"
"d",-80,1,"goal","min","away","r"
"n",-19,27,"shot","nyi","home","l"
"d",-78,-8,"shot","nsh","away","c"
"d",73,5,"missed_shot","col","home","l"
"d",61,2,"blocked_shot","van","home","d"
"o",79,-21,"shot","tbl","home","l"
"o",75,-16,"blocked_shot","nsh","home","c"
"o",42,6,"shot","cgy","home","d"
"o",52,22,"blocked_shot","det","away","r"
"o",-72,-11,"shot","buf","away","c"
"o",69,19,"shot","ana","home","r"
"d",-74,-11,"missed_shot","ott","away","c"
"o",-36,2,"shot","sjs","home","d"
"o",-69,-1,"blocked_shot","wsh","away","c"
"d",-32,-11,"shot","sjs","home","l"
"o",80,3,"shot","njd","away","c"
"o",64,26,"shot","nyr","away","r"
"o",85,-4,"shot","phi","home","c"
"d",-78,15,"blocked_shot","chi","away","r"
"d",-47,-22,"shot","det","away","r"
"d",83,-27,"shot","buf","away","c"
"d",-55,-18,"blocked_shot","det","away","d"
"o",-71,6,"blocked_shot","dal","home","d"
"o",-56,-32,"shot","njd","home","r"
"o",78,7,"shot","edm","home","r"
"d",-55,20,"shot","edm","away","c"
"d",-66,-1,"blocked_shot","stl","away","d"
"o",70,17,"shot","nsh","home","d"
"d",-78,2,"shot","det","home","c"
"d",51,5,"blocked_shot","phi","away","d"
"o",53,-24,"shot","wsh","away","c"
"d",-84,4,"goal","lak","away","c"
"d",-51,-23,"shot","phi","away","d"
"d",-75,-29,"shot","buf","away","l"
"o",-88,-12,"shot","car","home","r"
"d",-31,-10,"missed_shot","pit","away","d"
"d",-44,-10,"blocked_shot","cbj","away","l"
"o",78,3,"blocked_shot","wpg","home","d"
"d",-38,-19,"blocked_shot","wpg","home","d"
"d",44,-8,"shot","tbl","home","r"
"o",77,5,"blocked_shot","car","home","c"
"d",46,-21,"blocked_shot","nyr","home","d"
"o",65,16,"blocked_shot","nsh","home","d"
"o",58,-7,"blocked_shot","njd","home","d"
"d",-60,-19,"shot","wsh","away","d"
"o",53,-33,"shot","njd","home","c"
"o",-33,-23,"shot","cbj","home","d"
"o",73,-10,"blocked_shot","van","home","d"
"o",66,3,"shot","buf","away","c"
"d",77,5,"blocked_shot","det","away","d"
"d",-51,23,"shot","tbl","away","c"
"o",61,33,"shot","sjs","away","r"
"d",43,-35,"shot","det","away","d"
"d",72,5,"blocked_shot","fla","away","c"
"d",-34,12,"missed_shot","car","away","d"
"o",27,-18,"shot","dal","home","d"
"d",-40,-24,"shot","fla","home","c"
"d",-68,14,"shot","phi","away","c"
"o",-48,20,"blocked_shot","mtl","home","d"
"o",53,-7,"missed_shot","lak","home","r"
"d",-75,2,"missed_shot","nyr","away","l"
"d",-57,-20,"shot","fla","home","c"
"d",-72,4,"blocked_shot","stl","home","c"
"o",60,-3,"blocked_shot","bos","home","c"
"d",-80,17,"shot","wsh","home","d"
"d",79,6,"blocked_shot","lak","away","c"
"o",-58,-1,"shot","pit","away","c"
"o",57,-20,"shot","fla","away","c"
"d",57,9,"shot","phi","home","l"
"d",-62,-7,"blocked_shot","cgy","home","c"
"o",72,-2,"blocked_shot","stl","away","c"
"o",72,6,"blocked_shot","pit","home","r"
"o",36,31,"shot","ana","home","d"
"o",67,-9,"missed_shot","bos","home","r"
"o",-61,9,"shot","bos","home","c"
"d",-46,25,"missed_shot","mtl","away","d"
"d",-87,-4,"blocked_shot","ana","away","l"
"d",-78,4,"blocked_shot","cbj","away","d"
"d",59,-11,"shot","nyr","away","d"
"o",-66,-10,"blocked_shot","ana","home","l"
"o",-58,-8,"blocked_shot","edm","home","c"
"d",36,19,"shot","nsh","away","d"
"d",-65,38,"shot","min","home","r"
"d",68,3,"blocked_shot","ari","away","d"
"d",-75,9,"shot","tor","home","r"
"o",-43,28,"shot","cbj","home","l"
"o",-78,12,"shot","ana","home","l"
"d",82,-3,"shot","car","home","c"
"d",-84,-38,"missed_shot","det","home","r"
"o",-76,-4,"shot","car","home","r"
"d",28,37,"shot","njd","away","d"
"d",75,-18,"missed_shot","mtl","away","c"
"n",-20,12,"shot","pit","away","r"
"d",-81,-7,"blocked_shot","dal","away","r"
"d",82,7,"missed_shot","wpg","home","c"
"d",-47,-23,"shot","sjs","away","r"
"d",38,-32,"shot","nyi","away","c"
"d",85,14,"shot","ana","away","c"
"o",64,,"blocked_shot","ari","home","d"
"d",-72,-2,"blocked_shot","phi","away","c"
"d",73,-10,"missed_shot","pit","away","c"
"d",-34,29,"shot","dal","away","d"
"o",81,-7,"shot","tbl","away","r"
"d",-60,-2,"missed_shot","chi","away","c"
"d",86,-27,"missed_shot","nyr","home","r"
"o",48,-13,"missed_shot","fla","away","c"
"d",-85,-3,"blocked_shot","lak","away","d"
"d",-82,-6,"shot","min","home","r"
"d",-55,-33,"blocked_shot","van","home","r"
"d",-86,25,"shot","mtl","away","r"
"o",-70,-2,"blocked_shot","dal","away","d"
"d",-68,36,"missed_shot","dal","away","l"
"n",-20,18,"shot","sjs","away","d"
"o",-69,24,"missed_shot","pit","home","r"
"o",91,-31,"missed_shot","lak","away","r"
"d",-69,16,"shot","wpg","away","c"
"o",37,32,"shot","chi","home","d"
"d",67,-32,"missed_shot","wpg","away","r"
"d",-78,4,"shot","wsh","home","c"
"o",32,21,"shot","ana","home","d"
"o",-72,2,"shot","nyr","home","r"
"d",85,-11,"shot","sjs","away","d"
"o",-38,32,"shot","tbl","home","d"
"d",-72,-1,"blocked_shot","nyr","away","d"
"n",17,10,"shot","min","away","d"
"d",62,6,"shot","bos","away","d"
"o",56,21,"blocked_shot","sjs","home","d"
"o",-32,-26,"shot","edm","home","d"
"d",-49,-34,"shot","phi","away","c"
"d",-81,-5,"shot","car","home","c"
"d",-78,4,"blocked_shot","nyi","away","l"
"o",54,-5,"shot","wsh","home","c"
"o",78,32,"shot","edm","home","d"
"o",62,-16,"blocked_shot","wsh","away","l"
"o",83,12,"missed_shot","ari","home","r"
"o",71,12,"missed_shot","edm","home","l"
"o",81,-34,"shot","min","home","d"
"o",-46,11,"shot","stl","home","d"
"o",-52,34,"missed_shot","dal","away","c"
"d",63,-1,"shot","fla","away","c"
"o",-70,8,"shot","edm","home","c"
"o",87,-14,"shot","nyi","home","r"
"o",88,20,"shot","njd","away","c"
"d",-57,-20,"goal","wpg","away","r"
"n",-20,-1,"shot","fla","home","d"
"o",64,-4,"shot","tor","home","c"
"d",-74,-3,"blocked_shot","nsh","away","l"
"d",-64,-7,"blocked_shot","tbl","away","d"
"o",61,11,"shot","cgy","away","d"
"d",86,-7,"shot","nyr","home","l"
"o",60,14,"blocked_shot","bos","home","l"
"d",-42,-15,"shot","fla","away","d"
"n",-16,4,"shot","nyi","away","r"
"o",75,6,"shot","njd","home","l"
"d",-87,8,"shot","stl","away","c"
"d",-43,22,"shot","min","home","c"
"d",-62,-16,"shot","min","away","r"
"d",-84,19,"shot","min","away","l"
"o",-84,-24,"shot","pit","home","l"
"o",81,3,"blocked_shot","pit","home","c"
"o",54,-5,"shot","bos","home","c"
"d",-40,-26,"shot","fla","away","d"
"d",-56,-7,"shot","njd","home","l"
"o",39,25,"shot","buf","home","d"
"o",69,31,"blocked_shot","van","home","c"
"d",48,1,"missed_shot","chi","away","c"
"d",65,23,"shot","phi","away","r"
"o",-69,-10,"shot","nyr","home","d"
"d",39,-7,"shot","det","home","d"
"d",76,11,"blocked_shot","chi","home","l"
"o",50,-1,"shot","njd","home","d"
"d",-71,8,"blocked_shot","tor","home","c"
"d",-76,21,"missed_shot","ott","away","c"
"d",-59,-8,"blocked_shot","dal","home","d"
"o",-64,18,"goal","lak","home","d"
"o",35,30,"missed_shot","nyi","away","d"
"o",-72,-15,"blocked_shot","pit","home","c"
"d",-46,26,"shot","wsh","home","l"
"d",-84,12,"shot","chi","away","r"
"o",81,3,"shot","buf","home","c"
"o",-69,,"blocked_shot","tor","home","d"
"d",56,-15,"blocked_shot","njd","away","r"
"d",79,7,"blocked_shot","lak","away","r"
"o",47,-1,"shot","buf","home","r"
"o",75,7,"blocked_shot","cgy","home","d"
"o",38,31,"shot","nyr","home","d"
"d",-53,20,"shot","edm","home","d"
"o",69,1,"missed_shot","wpg","home","c"
"d",-54,10,"blocked_shot","car","away","d"
"d",-57,-30,"blocked_shot","dal","home","r"
"o",59,22,"missed_shot","phi","home","r"
"d",82,4,"shot","tor","home","c"
"o",-65,14,"missed_shot","wsh","away","l"
"o",86,-8,"blocked_shot","edm","home","l"
"o",84,9,"shot","buf","home","c"
"o",52,33,"shot","lak","home","l"
"d",54,6,"shot","bos","away","r"
"o",-85,21,"shot","ana","home","c"
"d",-57,14,"blocked_shot","stl","away","r"
"o",-77,5,"goal","ana","home","c"
"d",-36,-27,"shot","tor","away","d"
"d",-42,-33,"shot","car","home","d"
"o",67,5,"blocked_shot","cbj","away","d"
"n",8,1,"missed_shot","van","home","d"
"d",-82,-7,"shot","min","away","c"
"o",-73,30,"shot","tor","away","r"
"n",23,7,"shot","buf","home","l"
"d",-40,28,"shot","nyr","away","d"
"o",75,-20,"shot","fla","home","d"
"o",-62,-25,"shot","nyi","away","c"
"d",-43,-4,"shot","min","home","c"
"o",71,-9,"blocked_shot","ott","home","c"
"d",-37,1,"blocked_shot","det","home","d"
"o",85,7,"missed_shot","nyr","home","d"
"o",39,20,"shot","wpg","home","c"
"o",78,-1,"shot","chi","home","l"
"d",76,2,"blocked_shot","car","away","d"
"o",-85,1,"shot","col","away","r"
"d",-41,8,"missed_shot","tbl","away","d"
"o",-33,18,"missed_shot","buf","home","d"
"o",73,-1,"missed_shot","njd","home","l"
"o",-39,-14,"missed_shot","ana","home","d"
"d",-32,-20,"shot","det","home","d"
"o",31,-21,"shot","ari","away","d"
"o",79,2,"shot","pit","home","r"
"d",-84,-11,"goal","dal","home","c"
"d",-69,8,"blocked_shot","nyi","home","d"
"o",64,-18,"missed_shot","bos","home","r"
"o",45,-4,"shot","ari","home","r"
"d",-74,-14,"blocked_shot","tor","home","l"
"d",-60,18,"shot","njd","home","l"
"d",-78,8,"blocked_shot","ari","away","d"
"o",34,-29,"shot","wpg","home","r"
"o",-57,-26,"shot","ari","home","r"
"o",-60,-7,"blocked_shot","wsh","home","l"
"o",43,-1,"missed_shot","buf","home","d"
"o",-37,-21,"shot","wpg","away","d"
"d",-76,-1,"blocked_shot","tor","away","d"
"d",-33,11,"shot","tbl","away","d"
"d",-47,25,"shot","van","home","c"
"d",-73,-20,"blocked_shot","bos","away","c"
"d",86,-7,"shot","van","away","c"
"d",-86,29,"missed_shot","det","home","c"
"d",44,12,"shot","dal","away","d"
"o",-34,22,"shot","nyr","home","d"
"o",67,3,"blocked_shot","ana","home","r"
"d",-75,12,"shot","fla","away","d"
"o",48,-37,"shot","nsh","home","d"
"o",79,20,"blocked_shot","ott","home","d"
"d",-67,9,"blocked_shot","wpg","away","c"
"o",59,7,"missed_shot","sjs","home","d"
"o",80,26,"shot","cgy","home","c"
"n",1,2,"shot","buf","away","c"
"d",-35,-31,"missed_shot","wpg","away","d"
"d",-48,34,"missed_shot","dal","home","c"
"o",51,-36,"shot","tbl","home","d"
"o",57,6,"shot","mtl","home","c"
"o",-54,-2,"missed_shot","stl","home","r"
"o",34,-22,"shot","nyr","home","c"
"o",-85,8,"missed_shot","nyi","home","c"
"d",-63,-8,"blocked_shot","bos","home","r"
"d",-57,5,"blocked_shot","car","away","d"
"d",72,5,"missed_shot","car","away","l"
"o",68,-15,"shot","pit","home","c"
"n",-7,-36,"shot","lak","home","d"
"d",-65,-3,"shot","car","away","l"
"o",-60,-18,"shot","wpg","home","d"
"d",-80,14,"missed_shot","fla","home","c"
"o",79,5,"shot","wpg","away","r"
"d",-42,-22,"missed_shot","buf","away","d"
"d",-74,2,"shot","mtl","home","l"
"d",68,17,"shot","stl","away","l"
"d",71,11,"shot","chi","away","r"
"o",-77,25,"missed_shot","phi","away","c"
"d",-72,5,"shot","wsh","away","r"
"o",61,27,"shot","col","home","r"
"d",77,23,"blocked_shot","cbj","away","l"
"d",-70,-13,"shot","buf","away","c"
"d",-74,-25,"shot","chi","home","d"
"d",-50,34,"missed_shot","wsh","home","d"
"o",76,2,"missed_shot","tor","home","c"
"d",-46,27,"shot","tbl","away","d"
"d",-83,-7,"shot","phi","home","d"
"d",61,28,"blocked_shot","ana","away","l"
"o",37,-30,"blocked_shot","ott","home","d"
"d",-65,4,"shot","cbj","away","c"
"d",-37,25,"blocked_shot","bos","away","d"
"d",67,19,"shot","dal","away","r"
"o",34,36,"missed_shot","cbj","home","c"
"o",75,8,"blocked_shot","cbj","home","l"
"o",77,1,"blocked_shot","ott","away","d"
"o",66,1,"missed_shot","stl","away","c"
"d",78,6,"blocked_shot","nyi","away","d"
"d",73,16,"shot","det","away","l"
"o",73,3,"blocked_shot","bos","away","d"
"o",70,1,"shot","wpg","away","c"
"d",44,-27,"blocked_shot","ott","home","c"
"o",-58,-4,"blocked_shot","tbl","home","c"
"o",-80,6,"shot","edm","home","r"
"d",-69,-2,"blocked_shot","chi","away","d"
"o",-48,-17,"blocked_shot","cbj","home","l"
"d",56,-35,"missed_shot","min","away","c"
"d",-75,-4,"missed_shot","phi","away","c"
"d",-69,-31,"shot","min","away","c"
"o",63,,"shot","wsh","away","l"
"o",-58,-19,"shot","ana","home","d"
"o",79,-37,"shot","bos","away","d"
"d",-70,25,"blocked_shot","phi","away","c"
"d",68,-16,"missed_shot","lak","away","c"
"o",37,8,"shot","sjs","home","d"
"o",-83,-8,"blocked_shot","van","home","r"
"d",-67,-20,"blocked_shot","nsh","away","r"
"o",81,4,"goal","buf","home","l"
"o",61,,"blocked_shot","wpg","home","c"
"o",78,-27,"shot","njd","home","r"
"d",-83,-21,"missed_shot","min","away","c"
"d",-62,17,"missed_shot","phi","away","r"
"d",-81,2,"missed_shot","det","home","l"
"o",43,-8,"shot","ott","home","r"
"n",-16,-12,"shot","nyr","away","d"
"d",-68,-1,"blocked_shot","fla","away","d"
"o",-57,5,"blocked_shot","det","home","c"
"o",54,1,"shot","tor","away","l"
"o",83,33,"shot","mtl","home","r"
"d",-77,,"shot","wpg","home","d"
"d",-72,-27,"missed_shot","nyi","away","d"
"o",68,5,"blocked_shot","phi","home","c"
"d",42,2,"blocked_shot","stl","away","d"
"d",-76,6,"missed_shot","fla","away","c"
"d",-52,6,"blocked_shot","wpg","away","d"
"o",43,-33,"missed_shot","buf","home","d"
"o",-56,17,"blocked_shot","nyr","home","l"
"d",-38,36,"blocked_shot","col","home","c"
"d",-70,3,"shot","edm","away","c"
"d",-33,-34,"shot","wsh","away","d"
"o",39,32,"shot","det","home","d"
"d",-84,-23,"shot","bos","away","c"
"d",79,-18,"missed_shot","car","home","r"
"d",-66,28,"shot","tor","away","r"
"d",71,8,"blocked_shot","dal","away","c"
"o",67,-9,"blocked_shot","van","away","d"
"o",-51,-27,"shot","ari","home","l"
"o",-55,-16,"blocked_shot","fla","home","c"
"o",35,28,"missed_shot","nyi","away","d"
"d",58,28,"missed_shot","njd","away","r"
"o",81,6,"shot","van","away","c"
"o",-56,5,"blocked_shot","nsh","away","l"
"d",-32,-2,"shot","fla","away","d"
"o",-55,-17,"shot","chi","home","d"
"d",-82,-10,"blocked_shot","van","away","d"
"d",-81,-5,"shot","ott","away","r"
"o",74,-3,"blocked_shot","sjs","home","r"
"d",76,4,"missed_shot","tbl","away","c"
"o",82,-14,"shot","fla","home","c"
"n",-17,9,"missed_shot","cgy","away","c"
"d",92,-10,"goal","ana","away","r"
"d",-61,3,"shot","wsh","home","r"
"d",-65,-6,"blocked_shot","phi","away","r"
"o",51,-22,"blocked_shot","wpg","away","l"
"o",56,-10,"missed_shot","col","away","l"
"d",-84,-25,"missed_shot","phi","away","r"
"d",-33,-3,"shot","tbl","away","d"
"o",-63,11,"goal","det","home","c"
"o",58,-23,"shot","ana","home","d"
"o",46,31,"shot","nyi","home","l"
"d",75,10,"shot","ari","away","d"
"o",-41,1,"missed_shot","pit","home","d"
"o",-83,4,"shot","stl","away","c"
"o",-67,,"blocked_shot","nyr","home","d"
"o",45,-22,"shot","bos","home","l"
"d",69,10,"missed_shot","dal","away","l"
"d",75,1,"shot","nyr","away","c"
"o",47,-14,"shot","ana","home","c"
"o",-40,18,"blocked_shot","nsh","home","l"
"o",68,-14,"missed_shot","mtl","away","c"
"o",50,-36,"shot","ott","home","d"
"d",57,12,"shot","bos","away","c"
"d",81,9,"goal","nyr","away","c"
"o",61,-33,"shot","min","away","c"
"o",-64,12,"missed_shot","det","away","c"
"d",-66,8,"blocked_shot","tor","away","d"
"d",-73,23,"blocked_shot","sjs","home","d"
"d",42,-23,"shot","njd","away","d"
"d",-66,11,"blocked_shot","pit","away","d"
"d",-81,12,"shot","pit","away","l"
